Invoice,StockCode,Quantity,InvoiceDate,Price,CustomerID,Country
489546,84997D,6,2009-12-01 12:30:00,3.75,14156,EIRE
489546,21781,1,2009-12-01 12:30:00,14.95,14156,EIRE
489546,22111,3,2009-12-01 12:30:00,4.95,14156,EIRE
489546,21485,3,2009-12-01 12:30:00,4.95,14156,EIRE
489546,21484,4,2009-12-01 12:30:00,3.45,14156,EIRE
489546,20692,9,2009-12-01 12:30:00,4.25,14156,EIRE
489546,20768,6,2009-12-01 12:30:00,2.55,14156,EIRE
489546,21082,12,2009-12-01 12:30:00,0.85,14156,EIRE
489546,47591D,8,2009-12-01 12:30:00,1.95,14156,EIRE
489546,47591B,8,2009-12-01 12:30:00,1.65,14156,EIRE
489546,21004,3,2009-12-01 12:30:00,4.25,14156,EIRE
489546,21212,24,2009-12-01 12:30:00,0.55,14156,EIRE
489546,20751,12,2009-12-01 12:30:00,2.1,14156,EIRE
489546,22195,12,2009-12-01 12:30:00,1.65,14156,EIRE
489546,22196,12,2009-12-01 12:30:00,0.85,14156,EIRE
489546,22199,4,2009-12-01 12:30:00,4.25,14156,EIRE
489550,48187,2,2009-12-01 12:33:00,6.75,14156,EIRE
489550,21523,2,2009-12-01 12:33:00,6.75,14156,EIRE
489550,84968C,4,2009-12-01 12:33:00,12.75,14156,EIRE
489550,84968F,2,2009-12-01 12:33:00,12.75,14156,EIRE
489550,84968B,2,2009-12-01 12:33:00,12.75,14156,EIRE
489550,21977,48,2009-12-01 12:33:00,0.55,14156,EIRE
489550,22276,6,2009-12-01 12:33:00,2.55,14156,EIRE
489550,72760B,4,2009-12-01 12:33:00,9.95,14156,EIRE
489550,85231L,12,2009-12-01 12:33:00,0.85,14156,EIRE
489550,85231G,12,2009-12-01 12:33:00,0.85,14156,EIRE
489550,21618,6,2009-12-01 12:33:00,3.75,14156,EIRE
489550,21615,6,2009-12-01 12:33:00,3.75,14156,EIRE
489550,21619,6,2009-12-01 12:33:00,3.75,14156,EIRE
489550,21612,6,2009-12-01 12:33:00,2.95,14156,EIRE
489550,85049A,12,2009-12-01 12:33:00,1.25,14156,EIRE
489550,85049B,12,2009-12-01 12:33:00,1.25,14156,EIRE
489550,85049G,12,2009-12-01 12:33:00,1.25,14156,EIRE
489550,21175,6,2009-12-01 12:33:00,2.1,14156,EIRE
489550,21770,2,2009-12-01 12:33:00,4.95,14156,EIRE
489550,20747,2,2009-12-01 12:33:00,14.95,14156,EIRE
489550,37500,2,2009-12-01 12:33:00,9.95,14156,EIRE
489550,84991,48,2009-12-01 12:33:00,0.55,14156,EIRE
489550,21637,18,2009-12-01 12:33:00,1.25,14156,EIRE
489557,21439,12,2009-12-01 12:52:00,1.25,12490,France
489557,16169D,25,2009-12-01 12:52:00,0.42,12490,France
489557,16169C,25,2009-12-01 12:52:00,0.42,12490,France
489557,21017,192,2009-12-01 12:52:00,0.72,12490,France
489557,21731,24,2009-12-01 12:52:00,1.65,12490,France
489557,22352,12,2009-12-01 12:52:00,2.55,12490,France
489557,22353,6,2009-12-01 12:52:00,2.55,12490,France
489557,20685,2,2009-12-01 12:52:00,6.75,12490,France
489557,21210,12,2009-12-01 12:52:00,1.45,12490,France
489557,21212,24,2009-12-01 12:52:00,0.55,12490,France
489557,21238,16,2009-12-01 12:52:00,0.85,12490,France
489557,85099B,20,2009-12-01 12:52:00,1.95,12490,France
489557,20719,10,2009-12-01 12:52:00,0.85,12490,France
489557,21039,12,2009-12-01 12:52:00,2.55,12490,France
489557,20712,10,2009-12-01 12:52:00,1.95,12490,France
489557,20711,10,2009-12-01 12:52:00,1.95,12490,France
489557,21432,8,2009-12-01 12:52:00,5.95,12490,France
489557,21424,6,2009-12-01 12:52:00,2.95,12490,France
489557,21426,6,2009-12-01 12:52:00,2.1,12490,France
489557,20682,6,2009-12-01 12:52:00,3.25,12490,France
489557,POST,4,2009-12-01 12:52:00,18.0,12490,France
489599,22111,3,2009-12-01 14:40:00,4.95,12758,Portugal
489599,22113,8,2009-12-01 14:40:00,3.45,12758,Portugal
489599,22114,8,2009-12-01 14:40:00,3.95,12758,Portugal
489599,47504G,12,2009-12-01 14:40:00,1.25,12758,Portugal
489599,85014D,3,2009-12-01 14:40:00,5.95,12758,Portugal
489599,84985B,12,2009-12-01 14:40:00,1.45,12758,Portugal
489599,84986B,12,2009-12-01 14:40:00,1.45,12758,Portugal
489599,84990,24,2009-12-01 14:40:00,0.55,12758,Portugal
489599,21891,12,2009-12-01 14:40:00,1.25,12758,Portugal
489599,21890,6,2009-12-01 14:40:00,2.95,12758,Portugal
489599,22138,3,2009-12-01 14:40:00,4.95,12758,Portugal
489599,20750,12,2009-12-01 14:40:00,6.35,12758,Portugal
489599,20749,2,2009-12-01 14:40:00,7.95,12758,Portugal
489599,20684,6,2009-12-01 14:40:00,3.25,12758,Portugal
489599,85006,6,2009-12-01 14:40:00,2.95,12758,Portugal
489599,21429,8,2009-12-01 14:40:00,1.65,12758,Portugal
489599,20983,12,2009-12-01 14:40:00,0.85,12758,Portugal
489599,20979,16,2009-12-01 14:40:00,1.25,12758,Portugal
489599,21156,8,2009-12-01 14:40:00,1.95,12758,Portugal
489599,21789,24,2009-12-01 14:40:00,0.85,12758,Portugal
489599,21788,24,2009-12-01 14:40:00,0.85,12758,Portugal
489599,85199S,24,2009-12-01 14:40:00,0.42,12758,Portugal
489599,85199L,24,2009-12-01 14:40:00,0.65,12758,Portugal
489599,21556,12,2009-12-01 14:40:00,2.55,12758,Portugal
489599,82081,2,2009-12-01 14:40:00,8.5,12758,Portugal
489599,21164,12,2009-12-01 14:40:00,2.95,12758,Portugal
489599,22321,24,2009-12-01 14:40:00,0.85,12758,Portugal
489599,21238,16,2009-12-01 14:40:00,0.85,12758,Portugal
489599,21239,16,2009-12-01 14:40:00,0.85,12758,Portugal
489599,21243,16,2009-12-01 14:40:00,1.69,12758,Portugal
489599,21242,16,2009-12-01 14:40:00,1.69,12758,Portugal
489599,20711,30,2009-12-01 14:40:00,1.95,12758,Portugal
489599,20724,40,2009-12-01 14:40:00,0.85,12758,Portugal
489599,20725,100,2009-12-01 14:40:00,1.45,12758,Portugal
489599,21155,12,2009-12-01 14:40:00,2.1,12758,Portugal
489599,21527,4,2009-12-01 14:40:00,7.95,12758,Portugal
489599,21843,6,2009-12-01 14:40:00,10.95,12758,Portugal
489599,85099B,30,2009-12-01 14:40:00,1.95,12758,Portugal
489599,21218,6,2009-12-01 14:40:00,3.75,12758,Portugal
489599,21181,12,2009-12-01 14:40:00,2.1,12758,Portugal
489599,22356,100,2009-12-01 14:40:00,0.72,12758,Portugal
489599,85014B,6,2009-12-01 14:40:00,5.95,12758,Portugal
489599,22355,20,2009-12-01 14:40:00,0.85,12758,Portugal
489599,21931,20,2009-12-01 14:40:00,1.95,12758,Portugal
489599,21928,30,2009-12-01 14:40:00,1.95,12758,Portugal
489599,21430,24,2009-12-01 14:40:00,3.39,12758,Portugal
489599,21428,16,2009-12-01 14:40:00,3.75,12758,Portugal
489599,22139,12,2009-12-01 14:40:00,4.95,12758,Portugal
489599,47504E,24,2009-12-01 14:40:00,1.25,12758,Portugal
489599,20728,30,2009-12-01 14:40:00,1.65,12758,Portugal
489599,20914,6,2009-12-01 14:40:00,2.95,12758,Portugal
489599,84988,12,2009-12-01 14:40:00,1.45,12758,Portugal
489599,84934,40,2009-12-01 14:40:00,0.85,12758,Portugal
489599,22197,12,2009-12-01 14:40:00,0.85,12758,Portugal
489599,20681,12,2009-12-01 14:40:00,3.25,12758,Portugal
489599,20682,12,2009-12-01 14:40:00,3.25,12758,Portugal
489599,21844,12,2009-12-01 14:40:00,2.95,12758,Portugal
489599,22071,6,2009-12-01 14:40:00,3.75,12758,Portugal
489599,85014A,6,2009-12-01 14:40:00,5.95,12758,Portugal
489599,85014C,6,2009-12-01 14:40:00,5.95,12758,Portugal
489599,47504K,24,2009-12-01 14:40:00,1.95,12758,Portugal
489599,21929,30,2009-12-01 14:40:00,1.95,12758,Portugal
489599,21165,36,2009-12-01 14:40:00,1.69,12758,Portugal
489599,82600,24,2009-12-01 14:40:00,2.1,12758,Portugal
489599,21877,12,2009-12-01 14:40:00,1.25,12758,Portugal
489599,21431,16,2009-12-01 14:40:00,1.65,12758,Portugal
489599,21398,12,2009-12-01 14:40:00,2.1,12758,Portugal
489599,16161U,25,2009-12-01 14:40:00,0.42,12758,Portugal
489599,21497,25,2009-12-01 14:40:00,0.42,12758,Portugal
489599,22051,25,2009-12-01 14:40:00,0.42,12758,Portugal
489599,84879,48,2009-12-01 14:40:00,1.69,12758,Portugal
489599,22117,6,2009-12-01 14:40:00,2.95,12758,Portugal
489599,22116,6,2009-12-01 14:40:00,2.95,12758,Portugal
489599,21042,3,2009-12-01 14:40:00,5.95,12758,Portugal
489599,21121,24,2009-12-01 14:40:00,1.25,12758,Portugal
489599,21212,24,2009-12-01 14:40:00,0.55,12758,Portugal
489599,21210,24,2009-12-01 14:40:00,1.45,12758,Portugal
489599,21531,6,2009-12-01 14:40:00,2.55,12758,Portugal
489599,22073,4,2009-12-01 14:40:00,3.75,12758,Portugal
489831,84347,480,2009-12-02 13:58:00,2.1,12435,Denmark
489883,22139,6,2009-12-02 16:24:00,4.95,12437,France
489883,22138,6,2009-12-02 16:24:00,4.95,12437,France
489883,20696,4,2009-12-02 16:24:00,3.75,12437,France
489883,85089,6,2009-12-02 16:24:00,2.95,12437,France
489883,21249,6,2009-12-02 16:24:00,2.95,12437,France
489883,21791,12,2009-12-02 16:24:00,1.25,12437,France
489883,85227,12,2009-12-02 16:24:00,0.85,12437,France
489883,21429,16,2009-12-02 16:24:00,1.65,12437,France
489883,20724,10,2009-12-02 16:24:00,0.85,12437,France
489883,21935,10,2009-12-02 16:24:00,1.65,12437,France
489883,20749,4,2009-12-02 16:24:00,7.95,12437,France
489883,20750,4,2009-12-02 16:24:00,7.95,12437,France
489883,21432,8,2009-12-02 16:24:00,5.95,12437,France
489883,22211,12,2009-12-02 16:24:00,1.65,12437,France
489883,21826,12,2009-12-02 16:24:00,1.25,12437,France
489883,84670,24,2009-12-02 16:24:00,0.42,12437,France
489883,22352,6,2009-12-02 16:24:00,2.55,12437,France
489883,84671B,6,2009-12-02 16:24:00,2.55,12437,France
489883,20977,16,2009-12-02 16:24:00,1.25,12437,France
489883,20979,16,2009-12-02 16:24:00,1.25,12437,France
489883,20983,12,2009-12-02 16:24:00,0.85,12437,France
489883,20981,12,2009-12-02 16:24:00,0.85,12437,France
489883,22325,6,2009-12-02 16:24:00,4.95,12437,France
489883,21754,6,2009-12-02 16:24:00,5.95,12437,France
489883,84535A,16,2009-12-02 16:24:00,0.65,12437,France
489883,40046A,12,2009-12-02 16:24:00,1.25,12437,France
489883,POST,3,2009-12-02 16:24:00,18.0,12437,France
489889,22271,96,2009-12-02 16:52:00,2.55,14646,Netherlands
489889,22078,120,2009-12-02 16:52:00,1.85,14646,Netherlands
489889,22082,120,2009-12-02 16:52:00,1.45,14646,Netherlands
489889,22149,120,2009-12-02 16:52:00,2.1,14646,Netherlands
489889,22294,288,2009-12-02 16:52:00,1.06,14646,Netherlands
489889,20914,32,2009-12-02 16:52:00,2.55,14646,Netherlands
489889,35961,288,2009-12-02 16:52:00,0.72,14646,Netherlands
489889,22335,288,2009-12-02 16:52:00,0.55,14646,Netherlands
489889,22337,288,2009-12-02 16:52:00,0.55,14646,Netherlands
489889,22131,144,2009-12-02 16:52:00,1.65,14646,Netherlands
489889,85123A,480,2009-12-02 16:52:00,2.55,14646,Netherlands
489889,22336,288,2009-12-02 16:52:00,0.55,14646,Netherlands
489889,21681,24,2009-12-02 16:52:00,8.5,14646,Netherlands
489889,21841,36,2009-12-02 16:52:00,3.75,14646,Netherlands
489889,21531,48,2009-12-02 16:52:00,2.1,14646,Netherlands
489889,21432,36,2009-12-02 16:52:00,5.45,14646,Netherlands
489889,21243,96,2009-12-02 16:52:00,1.45,14646,Netherlands
489889,84836,216,2009-12-02 16:52:00,1.06,14646,Netherlands
489889,21077,96,2009-12-02 16:52:00,0.64,14646,Netherlands
489889,22273,96,2009-12-02 16:52:00,2.55,14646,Netherlands
489890,22343,288,2009-12-02 16:53:00,0.85,14646,Netherlands
489890,22149,160,2009-12-02 16:53:00,2.1,14646,Netherlands
489890,71477,144,2009-12-02 16:53:00,2.75,14646,Netherlands
489895,22130,12,2009-12-03 07:25:00,0.85,12779,Poland
489895,21432,2,2009-12-03 07:25:00,5.95,12779,Poland
489895,21232,24,2009-12-03 07:25:00,1.25,12779,Poland
489895,37448,24,2009-12-03 07:25:00,1.49,12779,Poland
489895,37494A,6,2009-12-03 07:25:00,2.95,12779,Poland
489895,21700,24,2009-12-03 07:25:00,0.85,12779,Poland
489895,47556B,6,2009-12-03 07:25:00,2.95,12779,Poland
489895,22059,24,2009-12-03 07:25:00,1.49,12779,Poland
489895,22055,8,2009-12-03 07:25:00,1.65,12779,Poland
489895,37446,8,2009-12-03 07:25:00,1.45,12779,Poland
489895,84569D,12,2009-12-03 07:25:00,1.25,12779,Poland
489895,22209,12,2009-12-03 07:25:00,1.65,12779,Poland
489895,22210,12,2009-12-03 07:25:00,1.65,12779,Poland
489895,22208,12,2009-12-03 07:25:00,1.65,12779,Poland
489895,21428,4,2009-12-03 07:25:00,4.25,12779,Poland
489895,21430,4,2009-12-03 07:25:00,3.75,12779,Poland
489895,21884,12,2009-12-03 07:25:00,0.65,12779,Poland
489895,21882,12,2009-12-03 07:25:00,0.65,12779,Poland
489895,21880,12,2009-12-03 07:25:00,0.65,12779,Poland
489895,21883,12,2009-12-03 07:25:00,0.65,12779,Poland
489895,85049C,12,2009-12-03 07:25:00,1.25,12779,Poland
489895,85049F,12,2009-12-03 07:25:00,1.25,12779,Poland
490127,21181,6,2009-12-03 18:13:00,2.1,14156,EIRE
490127,21770,2,2009-12-03 18:13:00,4.95,14156,EIRE
490127,21903,6,2009-12-03 18:13:00,2.1,14156,EIRE
490127,22112,6,2009-12-03 18:13:00,4.95,14156,EIRE
490127,22114,8,2009-12-03 18:13:00,3.95,14156,EIRE
490127,22139,3,2009-12-03 18:13:00,4.95,14156,EIRE
490127,22186,6,2009-12-03 18:13:00,2.95,14156,EIRE
490127,22200,4,2009-12-03 18:13:00,4.25,14156,EIRE
490127,22202,4,2009-12-03 18:13:00,3.75,14156,EIRE
490127,22215,2,2009-12-03 18:13:00,8.5,14156,EIRE
490127,22218,3,2009-12-03 18:13:00,4.25,14156,EIRE
490127,22275,2,2009-12-03 18:13:00,8.5,14156,EIRE
490127,22276,6,2009-12-03 18:13:00,2.55,14156,EIRE
490127,22323,3,2009-12-03 18:13:00,4.95,14156,EIRE
490127,22347,12,2009-12-03 18:13:00,1.25,14156,EIRE
490127,22348,12,2009-12-03 18:13:00,0.85,14156,EIRE
490127,22415,1,2009-12-03 18:13:00,7.95,14156,EIRE
490127,37500,2,2009-12-03 18:13:00,9.95,14156,EIRE
490127,37503,2,2009-12-03 18:13:00,10.75,14156,EIRE
490127,45008C,2,2009-12-03 18:13:00,8.95,14156,EIRE
490127,47503G,12,2009-12-03 18:13:00,1.25,14156,EIRE
490127,47580,6,2009-12-03 18:13:00,2.55,14156,EIRE
490127,20750,2,2009-12-03 18:13:00,7.95,14156,EIRE
490127,20753,6,2009-12-03 18:13:00,2.1,14156,EIRE
490127,84375,12,2009-12-03 18:13:00,1.95,14156,EIRE
490127,84378,12,2009-12-03 18:13:00,1.25,14156,EIRE
490127,84562A,2,2009-12-03 18:13:00,7.95,14156,EIRE
490127,84854,4,2009-12-03 18:13:00,4.95,14156,EIRE
490127,84880,3,2009-12-03 18:13:00,5.95,14156,EIRE
490127,84991,24,2009-12-03 18:13:00,0.55,14156,EIRE
490127,84993A,24,2009-12-03 18:13:00,0.42,14156,EIRE
490127,85232A,3,2009-12-03 18:13:00,4.95,14156,EIRE
490127,C2,1,2009-12-03 18:13:00,50.0,14156,EIRE
490139,22275,2,2009-12-03 19:31:00,8.5,12577,France
490139,85183A,3,2009-12-03 19:31:00,3.75,12577,France
490139,85183B,3,2009-12-03 19:31:00,3.75,12577,France
490139,21100,10,2009-12-03 19:31:00,1.65,12577,France
490139,22125,1,2009-12-03 19:31:00,5.95,12577,France
490139,22114,1,2009-12-03 19:31:00,3.95,12577,France
490139,21934,10,2009-12-03 19:31:00,1.65,12577,France
490139,21913,8,2009-12-03 19:31:00,3.75,12577,France
490139,21912,7,2009-12-03 19:31:00,3.75,12577,France
490139,21888,7,2009-12-03 19:31:00,3.75,12577,France
490139,21890,7,2009-12-03 19:31:00,2.95,12577,France
490139,21889,6,2009-12-03 19:31:00,1.25,12577,France
490139,21892,14,2009-12-03 19:31:00,1.25,12577,France
490145,22130,24,2009-12-04 09:27:00,0.85,14564,Channel Islands
490145,22218,6,2009-12-04 09:27:00,4.25,14564,Channel Islands
490145,22222,6,2009-12-04 09:27:00,4.95,14564,Channel Islands
490145,22220,4,2009-12-04 09:27:00,9.95,14564,Channel Islands
490145,22215,4,2009-12-04 09:27:00,8.5,14564,Channel Islands
490145,22223,3,2009-12-04 09:27:00,4.95,14564,Channel Islands
490145,22348,12,2009-12-04 09:27:00,0.85,14564,Channel Islands
490145,22198,12,2009-12-04 09:27:00,1.65,14564,Channel Islands
490145,21212,24,2009-12-04 09:27:00,0.55,14564,Channel Islands
490145,22128,12,2009-12-04 09:27:00,1.25,14564,Channel Islands
490145,22127,36,2009-12-04 09:27:00,1.25,14564,Channel Islands
490145,22299,24,2009-12-04 09:27:00,1.25,14564,Channel Islands
490145,72008,12,2009-12-04 09:27:00,0.42,14564,Channel Islands
490145,84879,16,2009-12-04 09:27:00,1.69,14564,Channel Islands
490145,84945,12,2009-12-04 09:27:00,0.85,14564,Channel Islands
490145,20685,6,2009-12-04 09:27:00,6.75,14564,Channel Islands
490145,22102,6,2009-12-04 09:27:00,1.65,14564,Channel Islands
490145,21639,24,2009-12-04 09:27:00,0.85,14564,Channel Islands
490145,21647,24,2009-12-04 09:27:00,2.1,14564,Channel Islands
490145,21735,2,2009-12-04 09:27:00,12.75,14564,Channel Islands
490145,21955,4,2009-12-04 09:27:00,6.75,14564,Channel Islands
490145,22138,6,2009-12-04 09:27:00,4.95,14564,Channel Islands
490145,22139,6,2009-12-04 09:27:00,4.95,14564,Channel Islands
490145,20686,6,2009-12-04 09:27:00,3.25,14564,Channel Islands
490145,21588,12,2009-12-04 09:27:00,2.55,14564,Channel Islands
490145,21589,12,2009-12-04 09:27:00,2.55,14564,Channel Islands
490145,21592,24,2009-12-04 09:27:00,1.25,14564,Channel Islands
490145,21621,6,2009-12-04 09:27:00,8.5,14564,Channel Islands
490145,21622,4,2009-12-04 09:27:00,4.95,14564,Channel Islands
490145,85014A,3,2009-12-04 09:27:00,5.95,14564,Channel Islands
490145,85014B,6,2009-12-04 09:27:00,5.95,14564,Channel Islands
490145,22323,3,2009-12-04 09:27:00,4.95,14564,Channel Islands
490145,22324,3,2009-12-04 09:27:00,4.95,14564,Channel Islands
490145,22179,6,2009-12-04 09:27:00,6.75,14564,Channel Islands
490145,21187,12,2009-12-04 09:27:00,1.65,14564,Channel Islands
490145,22049,25,2009-12-04 09:27:00,0.42,14564,Channel Islands
490145,22187,8,2009-12-04 09:27:00,4.25,14564,Channel Islands
490145,85033G,12,2009-12-04 09:27:00,1.95,14564,Channel Islands
490145,85033S,12,2009-12-04 09:27:00,1.95,14564,Channel Islands
490152,16169P,25,2009-12-04 10:00:00,0.42,12714,France
490152,20679,3,2009-12-04 10:00:00,5.95,12714,France
490152,20685,4,2009-12-04 10:00:00,6.75,12714,France
490152,20749,2,2009-12-04 10:00:00,7.95,12714,France
490152,20750,2,2009-12-04 10:00:00,7.95,12714,France
490152,20940,6,2009-12-04 10:00:00,2.95,12714,France
490152,21216,4,2009-12-04 10:00:00,4.95,12714,France
490152,21429,8,2009-12-04 10:00:00,1.65,12714,France
490152,21431,8,2009-12-04 10:00:00,1.65,12714,France
